field1,field2,field3
1932,4678,nClbs
7358,6130,EmPHA
5355,5170,NfHg
964,262,yVC
4535,96,"qnhh "
7399,7420,WVg
5605,1270,NoGdb
5337,4137,bxxD
6097,9563,WODa
2826,6280,RA
7261,471,sJHnz
6814,5469,reZr
3727,593,Rd
6311,2982,KAGNC
5118,956,IK
1910,66,oD
5768,344,CV
1390,8714,KJo
2388,8409,WiBWq
4673,276,esFer
2023,3066,eIfSx
2109,3138,fXOr
418,4024,GJX
5020,7259,MvGG
4779,9184,xntrX
803,5705,tztKO
8872,5517,Lpy
9564,3810,xAL
7862,1090,db
3107,6748,fvbWe
7700,7320,uJNRv
3464,785,qc
1371,1854,UG
8327,1030,ZnmEX
8181,7367,sYXJ
2025,940," k"
7893,2532,Mt
6225,4504,zLuTK
419,3810,yiIG
2844,3024,PLUr
1839,5127,ju
2115,8937,QEy
8049,9982,yGh
8187,5491,DzghX
11,3415,AguL
7393,8419,OqW
5948,5468,OKwv
9918,119,BSJb
449,6088,ILG
7919,1083,DMmhK
3944,7935,JhV
4150,5818,ipl
8506,5690,ezRFp
1819,3433,BHJI
8193,6649,LoAa
6943,2674,okKT
2955,2217," smwX"
6673,182,qoKJM
3035,4379,FpS
4429,2202,DxVms
5393,6993,Yg
4063,2831,hwgVG
4511,7221,GiNPW
5208,8159,wQ
3517,1125,FTAAm
7711,4018,iqgVo
3454,6516,L r
6145,1865,RLf
6296,5555,Dh
6368,5597,iNKtZ
2949,5414,WFOsJ
3969,7793,KdTT
2374,3825,RNSCE
926,3147,PZlUU
9312,2882,NW
4124,539,PBt
3273,1983,HF
7193,4622,BlbHP
6338,4325,Pgn
7253,2937,ZE
3101,8301,rrl
5856,9698,Trcw
7679,8629,Kk
5916,1333,QgoUy
2466,9516,yS
8270,6584,EyEL
5566,2242,rcnFC
6480,3136,uatxf
4152,6375,coEw
2077,7883,wn
4414,8609,"e "
3639,8778,im
6326,1022,kFK
3987,5564,Ay r
10,9459,iwX
4113,8190,dQX
7494,3896,xKtC
464,3146,xD
1808,1443,jzE
7587,5205,GARhH
6407,7497,PB
78,6512,rCVEm
7100,3551,fR
7247,645,wntcS
8892,3552,UlXD
9239,1262,skFIv
8059,8836,qg
3567,8039,MKt
1372,6160,GIM
5303,7142,WGg
9332,4468,vSb
2001,7769,to
890,207,guJx
3867,7131,QegwD
3956,9731,Em
6330,4371,DjCqC
1452,110,PNCH
7552,2744,UMG
9612,7236,oSM
8385,7979,is
9454,3135,rOyF
9963,8514,UIhnS
2919,2652,sTI
9690,7615,ibFQy
8481,3235,WEP
5410,3536,vdja
6812,9271,UwPwY
9598,7649,WjKrn
1213,1770,XG
5642,5206,dTXNA
9540,4915,N Vx
2539,6558,MkV
2669,4162,ZOcJ
514,2688,A r
4173,5740,qd
1221,8429,VjuYl
665,1248,OCQqq
2651,1760,PEtS
4748,2885,qzTvG
3995,163,kyq
9948,6428,kp
96,5187,hNswb
6098,2060,BEB
1481,9887,"jxr "
3563,9193,Pg
2600,7941,DtoT
2290,6293,GLr
8060,3904,ppl
7616,7556,OT
4109,636,Ub
5384,7103,IK
1286,49,ho
9083,7673,gaqR
5557,6634,FU
748,2332,sBn
4491,1694,VK
9399,6405,np
5444,9499,KmPw
7338,8210,DtUrr
8760,9851,pi
9849,5517,AyjHX
9677,6133,XgBAy
4968,469,hEipT
4879,10,VH
5995,4948,lE
6784,1182,Rp
2264,7821,zVnLt
4730,3750,vZH
6403,4315,P Uk
1049,720,rif
999,3924,vbMh
8496,8257,kq fW
5459,1117,TC
2764,4282,ujE
1528,3418,YJtu
9600,3517,NxAc
8694,1284," D"
4153,9667,uQ
9650,2646,lzQyq
346,3282,bL
2129,1855,NBRHV
4718,2116,LIhwn
8295,7628,aeD
4231,6020,MQxM
4766,7503,EbObx
2388,885,NPUKh
2294,3659,wDImb
9488,5238,iVykf
8647,1040," N"
6319,2443,OHv
4536,8338,OuTrW
2720,1544,PuU
5454,906,vKHcV
510,7954,bR
6361,8886,OEbI
565,5883,SPSNr
5525,5899,ULMX
3453,8979," g"
8415,2804,XpX
3852,7993,BBm
4539,2658,fFzdk
5030,221,czt
1943,5933,QJ
8232,8604,QYp
6419,9565,sVg
4398,1504,AQdJw
2443,6753,Igv
292,9656,PIdK
7430,482,XNRj
9953,1483,Ojl
6512,4370,tuvF
930,2653,uJ
791,6935,Iys
5867,4635,"EXCF "
7930,3846,LADs
2326,9167,"Jlh "
6545,4943,B ZL
7623,3947,fAr
8038,9245,gA
585,514,BxoWM
3612,6898,fE
9515,4808,sPNu
1192,5069,aBtF
6759,6837,bf
4332,5145,eOU
3847,3092,qnm
3329,544,IbP
6018,8196,aLN
5077,2627,UX
7208,5341,vziK
9981,5274,UzHb
5245,571,zjL
1758,4985,bif
4743,5218,EV
2645,459,YwPm
402,2846,"uu "
2380,301,uXmfU
9647,6629,Jj
4074,3358,TQ
7655,1648,xlzR
3131,1798,Cuz
3337,4010,ee
7149,3646,aGPKa
2255,8534,vaZai
3585,1850,eqp
5636,3350,OjSu
9672,7477,Yroe
6980,7605,Sice
6097,6199,Ht
4164,3771,GcS
9029,4839,kh
4790,1556,yl n
7507,8939,tuiD
6347,6775,Zk Qh
4962,6672,jZWME
196,6890,ccN
3481,7071,vVMA
8230,2962,LwhR
2,5664,RW
5262,3505,ngxY
3477,3800,fujes
9669,6746,YKZf
5868,4616,QTI
4213,5483,FA
4204,8933,nU
5442,5665,aRA
696,2413,cwai
2997,9741,ckomO
1675,777,vLF
4290,8652,vbJID
4031,8591,WRlR
1238,3255,X i
6170,3135,Yoaa
5076,3044,tH
6258,9223,GLs
8091,883,LYb
5712,984,Cnd
9134,4573,CJCbE
8461,2878,K US
2395,9706,hCX
6407,838,GFErt
4040,7847,NiYZ
5961,3862,LCC
9564,4499,Ba
86,4378,HDJA
655,5604,WZ
6547,8905,LwS
3923,8721,Uou
8639,2106,qHWC
4993,7851,UTwVl
6606,2789,xxxo
1829,3944,qOlg
284,9012,eu
1770,859,qk
3981,3633,cfSk
8083,2137,ipa
2845,1488,IML
4110,2377,fe
7266,1112,dpJoE
5153,8197,EO
4290,1543,SGn
2193,9908,ZhqX
8583,9089,VHcDb
4124,5041,ADt v
3625,1602,vWewj
8019,8150,WdWWU
953,6654,Eb
6694,868,MIx
5667,9006,NDjt
3805,7887,LYW
2175,8006,jGB
8609,2302,zx
6387,1897,WD
6384,7847,BUPXx
4941,1928,iXNb
3742,5962,wn
6868,2280,vf
9482,3453,ZvPaY
221,9231,cui
5602,602,HFZ
8577,3414,yyD
9026,450,GAR
2214,6615,AWq
3999,9013,iOG
4836,731,od
2854,2502,cGoXQ
9208,229,mQvyl
8421,7452,wtE
3870,930,NPj
7094,1462,eo
7975,9450,IQUmg
9374,1176,vj
6289,4848,BMDo
5282,3590,HAU
9900,8056,GLval
9175,4284,yoFQ
1801,550,NWBvJ
1548,3506,BQ
394,3009,eeeAy
7813,4385,IvQ
2188,6178,jbH
3888,9172,hwYd
6231,8579,nb
7089,6052,seMU
9780,6334,ORMW
2558,2794,hhWxY
1770,4514,Zs
1212,6168,Nz
6141,2680,DFB
3387,3240,dr
2011,5411,XbTrU
3503,665,GNSG
1062,2108,OEbqV
6015,8596,OsKo
3981,2608,Irt
2518,4856,syI
1268,6236,ndC
1091,3529,osl
1569,213,zfA
2129,530,chhR
9988,6980,"vz "
7468,6289,iG
2301,7747,Aj
5005,216,SwF
6330,3916,XG
1195,4375,wEzHq
5951,1759,hl
412,8092,DxT
6524,2752,Ys
3048,6494,HXaCA
8911,9478,Mf
5295,3608,lQn
2813,9789,Jet
9443,3843,aEFau
7657,4123,z mYS
1053,5584,zZf
2249,6268,IbO
2058,2705,VVz
2480,9852,SbF
3590,8924,UFm
5569,1822,smB
4696,4418,LcecE
6334,3095,FKA
8243,6101,XYfo
8671,4589,kbk
4177,7161,en
1239,8639,La
804,1759,BW
3075,4595,qa
5102,1023,mXsMJ
4320,6103,RIl
5068,8405,ODuW
7219,9608,"wrOD "
1460,9132,EBMp
3727,8806,PKr
8913,8036,RSsI
1200,7162,uinKT
2677,2923,XEbAw
6280,9124,fmxnb
3509,2031,LCJ
337,8748,yESAA
5470,5704,poLI
1191,693,ohgpd
5323,5190,Jn
5848,5391,YL
203,6484,fujii
8062,8496,jryQ
2186,9366,mqnRA
7967,8543,zO
8340,9285,HKhJ
114,595,nGE
5170,2005,NSJTo
3761,6748,nRKZY
3152,6998,Q d
5482,1041,ZbAHt
2312,9556,Qe
5451,2097,yiO
2539,4471,iRLVt
8141,7990,XUT
856,4874,xHKz
4386,8189,Riv
2500,692,uxe
4825,8748,fdv
2330,1326,OYXU
1737,4205,mBe
2356,3068,Sb
4252,6988,ntDEn
6544,4462,wwEJN
6096,2899,aucMT
9022,1782,x BlQ
3286,4335,bG
738,4868,jtDGs
7576,2668,aaSBn
6033,4996,vR
2251,7535,DQ
3292,9686,iVxC
8972,3711,SfFw
2649,3705,uI
5457,7939,iX
6826,8414," Fu"
1307,3519,YNckT
1755,3767,GL
9202,2972,kz
5689,5544,JeSjr
5493,7164,Kmw
3947,6709,cTGRx
7605,4611,HSVC
7194,6932,smiwk
3075,9094,TN
5939,5268,Q Qo
2574,204,CyATc
2428,7955,FMa
5675,684,"iB "
8607,7148,LaNh
2666,6723,Flv
8190,1269,xUdM
9225,32,dtWKR
7492,2238,ZRydT
1985,1429,XG
4666,7916,QesvC
1472,8840,RI
7413,4155,Avfs
7536,8212,gU
8218,4219,DgaE
3283,8117,vLvKj
8998,2388,AGs
6058,7975,aAx
3186,2903,OX u
7563,5241,uJdM
1033,1351,SXfGi
827,8492,wIz
1522,7323,PCv
1640,4816,Qeh
7352,8450,PTR
1213,179,yRg X
2080,7751,Ypll
4411,4485,jMzr
8610,4623,dlrs
9147,3656,wIq
1293,8840,BRNTR
7728,2401,NN
7125,1350,pw
3611,6400,txv
4409,1607,wD
3434,8442,"qnH "
7159,4751,kUsu
76,7465,HigF
1994,7015,fSeM
4394,3645,HL
3732,9973,OeW
706,4029,uzF
7476,1238,vbcp
7329,4353," le"
9416,2795,sYPWL
5663,9398,WRNZ
1881,2319,tdaH
6411,4036,QAWE
7892,7751,kZBH
4482,9368,LDTO
21,6736,cZISf
9786,5737,wZ
251,8728,jp
4347,743,pIZz
2188,8120,IL
8869,1809,AQ
6626,6809,myeQ
3009,6272,gs
2801,4054,yL
8186,6200,bMNw
4718,8777,ooz
6342,7898,lz
6142,8453,HHU
2141,3725,ZILD
6288,3104,KWLu
8164,7180,PA
2080,6316,nH
7251,7148,nk
5832,4012,UPWr
9716,2052,EgAfx
3027,9064,keI
7414,5491,yhZ
8878,9376,ejaV
2992,1601,WMHvd
6456,1195,"iCM "
7334,4235,nr
9359,9790,UTVWN
4197,8391,QqCMI
1616,7278,ylvD
9498,9018,KJ
6726,3887,Zt
7542,1954,cQV
3066,5212,YT
2809,9630,n kZ
6489,8817,jd
8794,3241,rGFet
8739,7486,qRel
7638,2714,F NzA
7244,2245,hs
135,7452,pWyJE
8823,7983,Fc
7520,5603,zmtC
48,3172,LrVJx
807,9072," SLh"
1365,1998,CE
4973,1650,zpb
5667,1525,zDI
2638,2944,nqNrd
8724,1471,vc
4185,4841,vQ
6903,9305,xh
4919,1199,FIT
1033,2823,zIct
3976,4043,yeVSF
8854,4056,NNtP
1642,2542,dSVK
8297,7850,buF
3168,4440,UW
9787,3715,XVB
7630,1213,zPUdS
498,6015,yT B
325,9795,gW
8359,6031,mWQss
189,2404,SS
5479,5773,hXs
5142,8153,PTWy
799,803,pc
6582,7871,iWIna
5270,8303,YbRq
3631,2138,ffn
7762,6112,JMPhn
6929,1471,lXB
1429,1473,Nh
6720,4266,nUPep
3020,2448,GzdK
3064,3509,KRGg
6687,6275,El
8566,9087,rpQ
4530,6407,QaCvI
7448,165,rHOq
8720,929,HC Ij
6708,6305,dOscC
188,3377,NQAj
5063,1056,RlZ
980,5854,efG
8198,8941,eauL
4536,1988,AR
3040,9164,dyXlB
6647,6727,fHY
5398,9063,Xa
8032,2291,KL
6276,8405,iMP
776,9731,vBUx
6840,1169,wIUR
1032,4884,lt
4026,7650,qC bP
5782,8518,ibTEj
6686,5577,sR
2414,9630,lGmCG
6810,485,pvahZ
3982,6065,hs
2794,6762,uNdy
106,9122,edpd
6023,2578,hL Ih
4933,8094,HTMgI
9102,8713,AUz
8579,6720,ILuzJ
2732,7160,Dwhb
6970,7717,PGaxR
6835,1079,VStx
7058,5854," AXQX"
8741,3661,HuS
5174,19,xnY
8252,6586,fNE
4974,314,IliFy
969,8532,cB
4703,3178," IIGV"
575,3023,nNhx
292,8252,stQGM
7911,9305,QXwx
4251,1101,"Ts "
1647,5875,CBx
6574,9083,mv
1106,9127," pLMx"
8419,3794,ahVOy
9451,861,Cy
5405,1718,BY
7383,6456,hd
9023,9523,fweE
1881,375,Jy
8519,8021,pRF
6739,9210,YwAZJ
8215,305,tpwP
9820,4320,gGhj
5711,586,UGVI
5579,5895,hUTDi
5197,9623,DHg
6970,3822,"bL "
4027,9484,kF
8778,490,KbW
7115,7211,lp
393,9679,XWAf
7163,6594,FLa
1809,8119,JGQY
3572,1526,QQdNE
3068,8199,Ve
6811,7425,Lx
4141,3658,sl
2135,8489,LxLEZ
1553,3615,"m "
7614,4311,zQWPO
9736,2774,KAKwi
9662,9508,jdYn
3825,394,nBlgo
1072,6548,acBSS
9153,8911,TvEy
6450,3361,vQlq
7106,5335,nr
762,6647,MJW
1455,6035,HaNz
467,2386,LWPB
4710,7682,sPncn
5122,2220,it
4735,2229,WkMNO
3537,5906,lomI
421,4507,aL
5996,6405,tkv
8428,6804,cI
2845,5841,pbNEs
9806,8073,KwCJ
5031,1786,eSJ
5828,8708,MiGV
4816,514,BFFw
3940,4178,gi
4561,6335,dCWwe
3126,7236,cXpf
4164,2362,gvoa
6480,5758,rG
5245,367,EnFoJ
5345,4489,NX
9729,183,wKQj
3799,9136,CvA
159,9906,di
146,9531,g P
6139,580,cDf
7192,9726,yL
4046,7434,cbr
4480,5665,iiQUL
5067,614,cOGLS
7052,4819,gVzOS
8761,4730,JDkrj
6313,544,wwc
5553,1934,FadYz
9100,7008,zN
517,9884,OgbDs
9308,9738,uiv
6062,1964,ioitX
2545,8481,evtu
1300,7598,qrfMk
276,2356,lwQ
6239,1336,Z p
6930,5727,MDj
8906,6529,fwJO
2703,3476,tHt
7596,598,cf
304,5731,FneB
4540,7614,extv
5804,3761,AugQI
7780,4781,av
8078,7056,FkPfY
4023,887,lSVXd
4715,5111,DOEh
9960,7563,PUz
3716,1890,dIfgx
8964,7368,lSVOL
9908,1640,CnV
7959,711,lHRQj
5916,9975,"ovj "
4034,4953,MkG
7396,4222,WzK
9274,6502,yc
3268,2966,Ksc
3995,7453,cwTdF
805,1397,jNPC
3174,6981,UfCUX
5641,7058,TGIW
853,2223,uQSmK
3272,5753,Bri
8604,4118,qJ
6917,5459,fB
3376,7272,cY
8549,3589,myv
7774,6947,cC
1122,1689,LgF
448,3684,fRp
8022,2518,Kraiz
4303,5906,xFHTh
362,450,gU
2408,4721,TyAYd
3450,244,Csa
5766,6076,nJ
6010,3229,YuPoV
4546,5046,ubHn
6090,9180,Zz
4523,1242,glNzY
6115,3016,dnNN
1535,6401,lL
9737,533,jZ
1485,659,Hp
7218,3237,yWS
1888,510,Ifx
8917,6493,vq
3428,422,WWVRS
1341,9558,LNg
9628,571," Ba"
5042,1408,XbTns
7741,2696,"d "
3242,1248,CBB
190,7975,syohH
8248,1240,yUf
6216,6174,UyxLF
1159,5762,lQm
8762,7471,KtU
3387,2053,WW
3040,1399,ia
2175,6156,Kjk
8729,5676,qVcF
205,4987,hIyI
345,4375,LOqy
4745,1423,auPsv
8798,5208,ubI
1682,7085,Bc
9132,6749,VDqli
8905,2637,mgW
347,4128,"nfIU "
2988,7004,jaS
596,4921,dpB
9062,8050,Vhxw
4439,2044,WwXWZ
6500,4988,HCXr
1076,4840,Uu
8540,8701,mZM
8682,9407,iBizM
8510,7350,pHMm
744,6804,kwA
2993,9190,IWS
7135,6799,"W "
8004,8987,tG
690,5626,DyXb
4202,1895,uYbEr
6052,755,Fk
5180,6900,yPf
3731,4392,RybOC
6624,1336," O"
3795,1901,"rgPo "
1079,2605,OsN
8337,7682,pluZl
351,4504,QTOVM
2067,3225,No
5454,740,yuC
8989,1896,Dj
1434,9598,XRY
1187,8036,IL
1992,703,vjF
3260,9121,To
1367,6812,L LB
9422,9778,FD
5887,3161,rsdQ
2513,336,DYXIJ
7460,8533,cTHA
1791,9999,Iomrs
7061,3255,hxbz
7704,8199,dLy
9724,9517,EC
7601,265,fUL
1094,2319,RP
3573,2635,VTYfG
8886,8420,KHp
5574,252,OJ
7463,1667,Ky
4202,1474,kr
3605,6923,ODyV
2487,4171,xVHy
8071,6411,ziTbA
6737,6439,Rl
5647,7931,sAc
8106,696,ytG
8830,9925,Wi
6959,8836,KnVbb
2977,722,tYMz
2840,5181,ofBj
6966,7096,"d "
881,6330,Ppcf
6167,3170,yexW
418,3817,Ikuqv
4848,1458,YQh
9862,1206,LkY
3081,7714,EZdp
6353,1358,io
3504,9769,AR
8327,5123,Flc
1328,6633,yTg
8862,9500,Glc
237,498,yhJ
3085,145,OjS
2627,4719,tzGZ
183,4040,ul
6587,7964,aMXp
2578,2153,mG
7333,4097,RbkE
8057,9294,NLH
3665,6154,uSpv
8351,7870,NtJyN
7138,2602,rIBV
9023,922,paeVC
4111,8490,ZntC
7094,5806,hSsC
3140,1264,XhMuA
2028,235,aRXJ
7514,3994,ou
4201,3695,Gl
5095,9476,Iad
3439,6839,xlCi
1551,611,UUQr
4529,9254,hs
3806,6490,Tw
6225,9539,tPZTF
8637,9141,Yoent
1418,8861,cA
6620,297,Wvz
6421,2827,JoGzC
7874,7928,pwFY
1936,1181,rvTP
9776,8169,ZO
7428,8170,jzy
4520,6243,Fm
3821,7712,AC
462,7706,Jr
2340,3352,aA rO
7685,2689,Ouq
4363,2177,tUj
8260,5225,YruE
926,7568,XZkDX
8135,3872,wMEz
9827,8291,AnL
137,3186,CiP
6317,3103,pWpnD
384,6143,jx
8363,480,zQeW
9190,9838,wCvl
1961,337,fAI
7058,9428,uM
4864,4239,ERSfj
4015,7634,Mg
5411,5715,eQAfk
7376,581,"G   "
1113,9272,Gnx
3906,82,juQ
7371,2510,mfiZ
9769,105,kG
9542,172,jaBL
9880,1095,PgXv
7624,4454,QA
239,8171,QK
2714,362," lXg"
4209,4360,bPh
1438,5970,cO
8649,8710,IjZKo
8149,7783,IOvf
3755,6893,rDDY
435,3500,erdN
1771,7262,lh
9470,2799,iq
2376,3647,qRygA
2184,710,pqJp
812,7976,NPd
3982,2043,ZtIMM
2324,4213,LBBGV
7641,6345,jGcK
7954,1561,RFsLw
3665,7463,guFRA
8041,1250,dVvYc
4531,2061,WlJ
2822,7719,EgFLZ
9110,5128,CxB
4574,9855,fY
9340,5841,UobUS
4775,578,fCeU
4406,3720,vbuMX
5672,455,nLeo
7200,4347,AnZ
1018,7058,kmGLw
4926,5051,tuy
9625,7440,Sa
1507,7099,oGB
7301,1722,JZV
3804,6047,fMpWE
841,6779,pd
9068,2430,oGJ
220,5079,uiv
6423,441,YD
3520,729," g"
3069,1620,WH
8365,4526,NipAz
9643,8146,WzlRU
7946,9387,db
8578,6728,UW
2246,7807,jKl
6418,1230,iv
665,9136,sKKI
9835,8821,rSB
2407,5504,Kp
4437,7997,qSP
9457,2314,LRNx
4740,5947,YHFME
5200,1421,ww
7640,4964,rhiCr
2756,1415,Qkgsl
4897,5179,yMi
3854,9296,Of
8602,9388,lVv
9041,8369,sZs
3777,9962,ck
9936,5188,QnF
7952,4174,nGh
194,6482,sXNqw
7868,5771,EVFt
643,1555,ksT
2562,7193,kH
8726,1109,iSp
7493,1644,tDq
1426,2456,Im
6383,118,fhTF
4067,5653,DzV
4183,2852,TUvvf
7345,4673,QwJ
9723,9269,qFZRs
2655,184,Dow
5333,1770,cM
6560,1490,gcK
8819,3259,gSqUc
6338,3650,Hzz
1454,9047,anaKs
3276,9740,wHKY
3490,6838,bobKN
9915,906,Fk
6931,2772,hS z
9653,2891,gyoLA
6163,6269,Xiavp
7168,5879,TbF
5719,1034,TXXxP
9369,629,cBCRS
9484,4474,NwkS
4969,3714,iydU
352,1062,kfHbb
5470,1713,XZsV
3492,9564,KIIz
4453,7726,HoU
7071,2278,HuKJ
9753,782,JtK
7094,8539,GLW
2658,8582,wKNV
8441,7658,BD
7158,6852,vqcMM
8103,7467,MdWL
4309,9823,Rvueo
7067,9681,hKE
1959,8965,qNrtj
5860,8759,qqO
3254,2037,OxH
2723,7187,uw
7768,5193,OwL
4843,8044,kmp
309,1409,SoJJg
792,6098,VDRui
2375,4476,EIhhJ
1851,7991,uS
7521,5934,ORn
4931,571,xZukq
2164,3303,vLp
4171,6939,kLEc
349,9251,uTPSs
2908,6526,PHAi
5278,4838,Uj
9760,5936,Ic
7709,4537,PgE
8469,3890,GL
5881,9199,Dqvb
2176,6664,"mKr "
3243,3492,Gz
9901,3677,BsuE
1987,8938,CJGQI
49,2408,yoOB
6410,3358,AlS
484,249,isd
4472,8693,ok
8827,6790,gqA
6773,1973,lH
148,6442,DZZwG
1780,1093,YWbd
3494,1935,"FQby "
9249,8637,Wblqg
1923,6469,Hr
1798,8753,zq
3822,2546,wa
5125,1821,gG
5968,5704,Is
6319,5040,MjwL
1960,3281,pktRb
9628,5021,sK
7425,1571,xkHr
2788,5864,jRmD
9210,1289,uxrWT
2311,6734,NnsfC
1165,1927,RK
5442,4425," XuE"
8058,6124,mEr
9529,9011,VBRL
7930,5821,TGNw
2286,8275,gwCC
9975,4809,OopzZ
7386,1347,fiMps
5997,2676,YOfAp
7970,513,vv
8862,6313,iqfMM
7606,6589,ULFQ
7678,3058,Ij
6934,2669,lIE
2551,9852,Vx
666,7224,sF
4947,2165,bhPNS
7342,6504,OX
379,4849,oj
2437,6547,NkSmc
3620,2577,nlPRm
7780,9223,wr
3644,9464,YGJZg
1576,3841,YUbT
5647,3836,oE
9211,6639,SVnW
6778,3775,"kH X "
458,5230,VcK
9583,1488,Zak
9111,3103,fT
4046,4055,nB
9854,8441,MMBVK
4512,6829,wd
3964,629,LeL
3338,1293,vo
3819,5879,jbZY
3344,1349,ZUUTY
8357,848,EH t
4569,3435,yMefy
4439,7442,QLY
9723,7907,dgNt
9012,3335,xqp
4203,970,aqg
4474,6597,Nvs
8438,1219,qGqJN
4446,9847,WsyP
60,9822,yS
6698,8080,nJ
7422,3949,qqz
1535,2498,Qp
324,1871,zVsG
9783,4342,bJtm
2488,1313,cqd
7964,8270,kHd
2338,6748,juLjd
5747,9632,Ede
6657,2863,xa
8551,2541,ysUaF
9007,486,Sd
9221,730,mq
2212,1486,HJP
6663,971,"UExX "
6404,6538,BFQ
2773,3798,vg
5529,4726,xP
3012,6840,zDq
6850,8804,QIZoP
8556,3724,MwY
6220,9296,QDn
3325,9255,JFpVC
831,3741,SGn
3308,5616,ehroS
1660,2090,ofNOe
9197,3135,NviER
7463,7766,knXdl
3719,4219," TkwT"
9961,6290,htNY
2804,7697,zXkzf
5707,6829," ew"
3163,7285,hvl
9951,1918,Mg
8166,8188,ei
2908,5000,YYOD
2628,5538,bGkUO
4577,6145,Kj
4170,1433,uQBts
4838,7719,cJF
8160,3523,JMDaJ
8079,3838,aYs
8145,2999,"D "
1640,4600,lVrIH
5583,9136," X"
4691,8469,nT TL
2630,4804,aIhG
5737,3350,yfIoW
5239,337,ESOBv
1774,6452,QnkG
686,7209,zv
453,5118,Bud
400,2292,DJ
3286,1778,lAxH
3634,3817,QaG
2822,349,BIIqK
4438,7967,Jv
1414,4684,PnrSu
1469,8158,mh
453,4967,KQB
1373,9015,fpWY
1391,9587,xIjxI
7942,2631,DHQux
4178,4431,jylK
1619,8770,KD
6917,4942,IbRwQ
3144,8945,mnMmc
4516,9158,bTUpV
1241,4121,fImCo
9535,8125,WSDkI
6009,7320,ZEooX
2554,9216,LnC
7514,8344,piLst
537,7311,rziJs
187,6458,YiakF
5524,9915,meW
1420,4730,YxwZv
8892,3354,KU
2908,7325,ow
2022,5993,dt
4765,89,Pr
3319,7707,fwFa
309,26,fcDzS
2726,5220,yV
2331,4679,kWQ
3936,5460,BBJ
7645,7848,mDt
4988,8437,ytU
8134,2267,NZSsZ
587,6723,KMm
1340,4906,YJyJA
7603,829,OTQNm
6104,1392,Ud
4917,9912,YoJB
4037,410,jixWZ
1908,4091,"u "
555,8735,pkPC
9233,3803,qzEmR
9668,1617,oievQ
5992,1445,FrR
5623,2232,fgvuU
631,5468,Azu
4363,4998,ggw
6295,2919,sJnF
5079,2976,pRlHC
8833,966,Cwvxv
7203,7377,WuM
2010,3157,pqp
6039,4109,fR
6785,1902,zsMXY
2229,9346,klX
3564,4403,BpA
6502,6388,gj
8725,681,wCcL
4967,8525,Ogwu
6239,6478,sMX
3519,4115,YRHyb
7444,7337,cXLNB
9613,5021,zXM
1090,6045,Kou
8702,4445,ipT
1658,7013,Hb
1340,5197,Rum
8907,9197,wq M
4300,2083,BpQRx
8262,1930,Nnf
4945,9070,"  "
2914,8762,sY
7715,8750,ZCst
7535,1049,hd
3724,2947," HPi"
2868,8985,aPJk
2448,3893,cKEjz
9515,994,BuunP
9502,6065,SMzH
6143,597,qGsQ
4032,8179,rHBC
4930,8636,upzF
3857,6400,UE
1937,8363,reZw
80,8986,fLkK
9934,1842,ZWP
334,3654,slqjM
9232,6336,Rlr
4222,1903,VnWc
4388,9434,giWQ
7385,4611,HbC
5837,2485,hEcP
9259,430,cDbLZ
130,5093,p l
1913,848,cc
230,6256,pSoWw
2771,2337,iVl
5543,98,eS
4821,7220,Cdk
2968,2643,ow
884,3941,YvbfZ
3785,5081," y"
305,2085,"uKIU "
447,8692,lHF
3583,5576,UUkSD
728,4728,fZlx
1783,7879,pmY
2020,6254,vN
6458,8264,wP
4337,3885,pJp
1042,9174,srkjI
6017,1585,qhZn
803,7963,TeY
3172,966,"wX "
8521,4711,uYl
4729,1412,NNbpw
7545,516," sx"
9593,3724,HJyFB
2704,120,Bys
4396,2782,xrpps
8528,1990,I yGK
180,2677,ICIon
1158,5789,PSD
4806,4179,iD
9868,9781,dx
9998,7617,daoKL
2404,7768,glWK
7926,6055,fr
4113,7809,zjDUs
2842,3197,OGfd
3972,8814,Sihc
3977,5935,EXK
1322,9132,TPTN
2156,1871,NjN
4971,9292," Sd"
6423,4208,oNuZK
558,579,dF
7443,7417,ttzpp
4974,4984,fGH
7953,4079,nIJ
4474,4197,MB
7927,8140," Mnqo"
7309,4161,Bu
1376,3569,bAM
7358,5385,Xt
6036,8219,iZFmR
8011,5749,fx
5133,9060," qHB"
6362,8935,OBz
4329,2604,RrVwh
3634,690,kPvy
3404,3519,BfNx
6751,5686,gBYM
5082,5026,oBFMo
8901,7381,vgox
4301,5590,SW
7225,9015,lpmp
7652,8798,zlUp
4904,4247,qq
7668,3301,JsG
5579,2784,NbLV
7790,4371,ek
8040,3622," sEov"
5909,5505,IG
353,6606,Zq
8638,1749,He
8852,1342,cYt
9417,9088,CWy
1823,6342,zfUz
9520,6481,jiUq
7408,8440,cwR
9027,5137,fDGV
2572,2615,OJ
2586,3383,mcHKp
4845,7538,dxCl
8359,8977,nB
8968,9808,Kz
8766,3440,tNLpl
5872,434,jTVR
7839,9854," C"
5471,6397,HaH
3896,683,Zx
5083,8615,lmCt
4297,8351,TctUB
6986,7091,QWGM
5636,8242,YTQJ
2302,5666,DYwD
6218,7022,sFnL
7041,1342,wiOy
2706,4478,wBKd
6565,2681,qxjYz
1222,8381,oZj
8091,974,iQOM
5575,2568,LuO
7066,4504,Odd
2274,8104," QCQ"
304,6779,SQK
7376,1910,dotTt
1651,7162,sz
